Year,Laureate_Id_x,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1978,538,Anwar,al-Sadat,peace,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",538,male,25/12/1918,Egypt,Mit Abu al-Kawm,EG,06/10/1981,Egypt,Cairo,EG,,,
1978,539,Menachem,Begin,peace,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",539,male,16/08/1913,Russian Empire (now Belarus),Brest Litovsk,BY,09/03/1992,Israel,Tel Aviv,IL,,,
1978,111,Arno,Penzias,physics,4,"""for their discovery of cosmic microwave background radiation""",111,male,26/04/1933,Germany,Munich,DE,0000-00-00,,,,Bell Laboratories,Holmdel NJ,USA
1978,416,Hamilton O.,Smith,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",416,male,23/08/1931,USA,New York NY,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,415,Daniel,Nathans,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",415,male,30/10/1928,USA,Wilmington DE,US,16/11/1999,USA,Baltimore MD,US,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,414,Werner,Arber,medicine,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",414,male,03/06/1929,Switzerland,Gränichen,CH,0000-00-00,,,,Biozentrum der Universität,Basel,Switzerland
1978,112,Robert Woodrow,Wilson,physics,4,"""for their discovery of cosmic microwave background radiation""",112,male,10/01/1936,USA,Houston TX,US,0000-00-00,,,,Bell Laboratories,Holmdel NJ,USA
1978,654,Isaac Bashevis,Singer,literature,1,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",654,male,14/07/1904,Russian Empire (now Poland),Leoncin,PL,24/07/1991,USA,Surfside FL,US,,,
1978,691,Herbert,Simon,economics,1,"""for his pioneering research into the decision-making process within economic organizations""",691,male,15/06/1916,USA,Milwaukee WI,US,09/02/2001,USA,Pittsburgh PA,US,Carnegie Mellon University,Pittsburgh PA,USA
1978,110,Pyotr,Kapitsa,physics,2,"""for his basic inventions and discoveries in the area of low-temperature physics""",110,male,1894-07-09,Russian Empire (now Russia),Kronshtadt,RU,08/04/1984,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia)
1978,251,Peter,Mitchell,chemistry,1,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",251,male,29/09/1920,United Kingdom,Mitcham,GB,10/04/1992,United Kingdom,Bodmin,GB,Glynn Research Laboratories,Bodmin,United Kingdom
1979,253,Georg,Wittig,chemistry,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",253,male,1897-06-16,Germany,Berlin,DE,26/08/1987,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany
1979,692,Theodore W.,Schultz,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",692,male,30/04/1902,USA,Arlington SD,US,26/02/1998,USA,Evanston IL,US,University of Chicago,Chicago IL,USA
1979,693,Sir Arthur,Lewis,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",693,male,23/01/1915,British West Indies (now Saint Lucia),Castries,LC,15/06/1991,Barbados,Bridgetown,BB,Princeton University,Princeton NJ,USA
1979,540,Anjezë Gonxhe,Bojaxhiu,peace,1,"""for her work for bringing help to suffering humanity""",540,female,26/08/1910,Ottoman Empire (now North Macedonia),Uskup (now Skopje),MK,05/09/1997,India,Calcutta,IN,,,
1979,252,Herbert C.,Brown,chemistry,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",252,male,22/05/1912,United Kingdom,London,GB,19/12/2004,USA,Lafayette IN,US,Purdue University,West Lafayette IN,USA
1979,113,Sheldon,Glashow,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",113,male,05/12/1932,USA,New York NY,US,0000-00-00,,,,Harvard University Lyman Laboratory,Cambridge MA,USA
1979,115,Steven,Weinberg,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",115,male,03/05/1933,USA,New York NY,US,23/07/2021,USA,Austin TX,US,Harvard University,Cambridge MA,USA
1979,418,Godfrey N.,Hounsfield,medicine,2,"""for the development of computer assisted tomography""",418,male,28/08/1919,United Kingdom,Newark,GB,12/08/2004,United Kingdom,Kingston upon Thames,GB,Central Research Laboratories EMI,London,United Kingdom
1979,417,Allan M.,Cormack,medicine,2,"""for the development of computer assisted tomography""",417,male,23/02/1924,South Africa,Johannesburg,ZA,07/05/1998,USA,Winchester MA,US,Tufts University,Medford MA,USA
1979,655,Odysseus,Elytis,literature,1,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",655,male,02/11/1911,Crete (now Greece),Iráklion,GR,18/03/1996,Greece,Athens,GR,,,
1979,114,Abdus,Salam,physics,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",114,male,29/01/1926,India (now Pakistan),Jhang Maghiāna,PK,21/11/1996,United Kingdom,Oxford,GB,International Centre for Theoretical Physics,Trieste,Italy
1980,222,Frederick,Sanger,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",222,male,13/08/1918,United Kingdom,Rendcombe,GB,19/11/2013,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1980,222,Frederick,Sanger,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",222,male,13/08/1918,United Kingdom,Rendcombe,GB,19/11/2013,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1980,420,Jean,Dausset,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",420,male,19/10/1916,France,Toulouse,FR,06/06/2009,Spain,Palma Majorca,ES,Université de Paris Laboratoire Immuno-Hématologie,Paris,France
1980,419,Baruj,Benacerraf,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",419,male,29/10/1920,Venezuela,Caracas,VE,02/08/2011,USA,Boston MA,US,Harvard Medical School,Boston MA,USA
1980,694,Lawrence R.,Klein,economics,1,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",694,male,14/09/1920,USA,Omaha NE,US,20/10/2013,USA,Gladwyne PA,US,University of Pennsylvania,Philadelphia PA,USA
1980,254,Paul,Berg,chemistry,2,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",254,male,30/06/1926,USA,New York NY,US,15/02/2023,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1980,541,Adolfo,Pérez Esquivel,peace,1,"""for being a source of inspiration to repressed people especially in Latin America""",541,male,26/11/1931,Argentina,Buenos Aires,AR,0000-00-00,,,,,,
1980,255,Walter,Gilbert,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",255,male,21/03/1932,USA,Boston MA,US,0000-00-00,,,,Harvard University Biological Laboratories,Cambridge MA,USA
1980,117,Val,Fitch,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",117,male,10/03/1923,USA,Merriman NE,US,05/02/2015,USA,Princeton NJ,US,Princeton University,Princeton NJ,USA
1980,116,James,Cronin,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",116,male,29/09/1931,USA,Chicago IL,US,25/08/2016,USA,St. Paul MN,US,University of Chicago,Chicago IL,USA
1980,657,Czeslaw,Milosz,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",657,male,30/06/1911,Russian Empire (now Lithuania),Śeteniai,LT,14/08/2004,Poland,Kraków,PL,,,
1980,421,George D.,Snell,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",421,male,19/12/1903,USA,Bradford MA,US,06/06/1996,USA,Bar Harbor ME,US,Jackson Laboratory,Bar Harbor ME,USA
1981,695,James,Tobin,economics,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",695,male,05/03/1918,USA,Champaign IL,US,11/03/2002,USA,New Haven CT,US,Yale University,New Haven CT,USA
1981,658,Elias,Canetti,literature,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",658,male,25/07/1905,Bulgaria,Ruse,BG,14/08/1994,Switzerland,Zurich,CH,,,
1981,423,David H.,Hubel,medicine,4,"""for their discoveries concerning information processing in the visual system""",423,male,27/02/1926,Canada,Windsor ON,CA,22/09/2013,USA,Lincoln MA,US,Harvard Medical School,Boston MA,USA
1981,118,Nicolaas,Bloembergen,physics,4,"""for their contribution to the development of laser spectroscopy""",118,male,11/03/1920,the Netherlands,Dordrecht,NL,05/09/2017,USA,Tucson AZ,US,Harvard University,Cambridge MA,USA
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",515,org,14/12/1950,,,,0000-00-00,,,,,,
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",515,org,14/12/1950,,,,0000-00-00,,,,,,
1981,422,Roger W.,Sperry,medicine,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",422,male,20/08/1913,USA,Hartford CT,US,17/04/1994,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1981,257,Kenichi,Fukui,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",257,male,04/10/1918,Japan,Nara,JP,09/01/1998,Japan,Kyoto,JP,Kyoto University,Kyoto,Japan
1981,258,Roald,Hoffmann,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",258,male,18/07/1937,Poland (now Ukraine),Zloczov,UA,0000-00-00,,,,Cornell University,Ithaca NY,USA
1981,424,Torsten N.,Wiesel,medicine,4,"""for their discoveries concerning information processing in the visual system""",424,male,03/06/1924,Sweden,Uppsala,SE,0000-00-00,,,,Harvard Medical School,Boston MA,USA
1981,119,Arthur L.,Schawlow,physics,4,"""for their contribution to the development of laser spectroscopy""",119,male,05/05/1921,USA,Mount Vernon NY,US,28/04/1999,USA,Palo Alto CA,US,Stanford University,Stanford CA,USA
1981,120,Kai M.,Siegbahn,physics,2,"""for his contribution to the development of high-resolution electron spectroscopy""",120,male,20/04/1918,Sweden,Lund,SE,20/07/2007,Sweden,Ängelholm,SE,Uppsala University,Uppsala,Sweden
1982,696,George J.,Stigler,economics,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",696,male,17/01/1911,USA,Renton WA,US,01/12/1991,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1982,543,Alva,Myrdal,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",543,female,31/01/1902,Sweden,Uppsala,SE,01/02/1986,Sweden,Stockholm,SE,,,
1982,659,Gabriel,García Márquez,literature,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",659,male,06/03/1927,Colombia,Aracataca,CO,17/04/2014,Mexico,Mexico City,MX,,,
1982,427,John R.,Vane,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",427,male,29/03/1927,United Kingdom,Tardebigg,GB,19/11/2004,United Kingdom,Farnborough,GB,The Wellcome Research Laboratories,Beckenham,United Kingdom
1982,259,Aaron,Klug,chemistry,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",259,male,11/08/1926,Lithuania,Zelvas,LT,20/11/2018,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1982,425,Sune K.,Bergström,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",425,male,10/01/1916,Sweden,Stockholm,SE,15/08/2004,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden
1982,121,Kenneth G.,Wilson,physics,1,"""for his theory for critical phenomena in connection with phase transitions""",121,male,08/06/1936,USA,Waltham MA,US,15/06/2013,USA,Saco ME,US,Cornell University,Ithaca NY,USA
1982,544,Alfonso,García Robles,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",544,male,20/03/1911,Mexico,Zamora,MX,02/09/1991,Mexico,Mexico City,MX,,,
1982,426,Bengt I.,Samuelsson,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",426,male,21/05/1934,Sweden,Halmstad,SE,0000-00-00,,,,Karolinska Institutet,Stockholm,Sweden
1983,545,Lech,Walesa,peace,1,"""for non-violent struggle for free trade unions and human rights in Poland""",545,male,29/09/1943,Poland,Popowo,PL,0000-00-00,,,,,,
1983,260,Henry,Taube,chemistry,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",260,male,30/11/1915,Canada,Neudorf,CA,16/11/2005,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1983,428,Barbara,McClintock,medicine,1,"""for her discovery of mobile genetic elements""",428,female,16/06/1902,USA,Hartford CT,US,02/09/1992,USA,Huntington NY,US,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA
1983,697,Gerard,Debreu,economics,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",697,male,04/07/1921,France,Calais,FR,31/12/2004,France,Paris,FR,University of California,Berkeley CA,USA
1983,660,William,Golding,literature,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",660,male,19/09/1911,United Kingdom,St. Columb Minor,GB,19/06/1993,United Kingdom,Perranarworthal,GB,,,
1983,123,William A.,Fowler,physics,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",123,male,09/08/1911,USA,Pittsburgh PA,US,14/03/1995,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1983,122,Subramanyan,Chandrasekhar,physics,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",122,male,19/10/1910,India (now Pakistan),Lahore,PK,21/08/1995,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1984,429,Niels K.,Jerne,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",429,male,23/12/1911,United Kingdom,London,GB,07/10/1994,France,Castillon-du-Gard,FR,Basel Institute for Immunology,Basel,Switzerland
1984,430,Georges J.F.,Köhler,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",430,male,17/04/1946,Germany,Munich,DE,01/03/1995,Germany,Freiburg im Breisgau,DE,Basel Institute for Immunology,Basel,Switzerland
1984,431,César,Milstein,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",431,male,08/10/1927,Argentina,Bahia Blanca,AR,24/03/2002,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1984,661,Jaroslav,Seifert,literature,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",661,male,23/09/1901,Austria-Hungary (now Czech Republic),Prague,CZ,10/01/1986,Czechoslovakia (now Czech Republic),Prague,CZ,,,
1984,546,Desmond,Tutu,peace,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",546,male,07/10/1931,South Africa,Klerksdorp,ZA,26/12/2021,South Africa,Cape Town,ZA,,,
1984,261,Bruce,Merrifield,chemistry,1,"""for his development of methodology for chemical synthesis on a solid matrix""",261,male,15/07/1921,USA,Fort Worth TX,US,14/05/2006,USA,Cresskill NJ,US,Rockefeller University,New York NY,USA
1984,125,Simon,van der Meer,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",125,male,24/11/1925,the Netherlands,the Hague,NL,04/03/2011,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
1984,124,Carlo,Rubbia,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",124,male,31/03/1934,Italy,Gorizia,IT,0000-00-00,,,,CERN,Geneva,Switzerland
1984,698,Richard,Stone,economics,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",698,male,30/08/1913,United Kingdom,London,GB,06/12/1991,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1985,547,International Physicians for the Prevention of Nuclear War,,peace,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",547,org,1980-00-00,,,,0000-00-00,,,,,,
1985,126,Klaus,von Klitzing,physics,1,"""for the discovery of the quantized Hall effect""",126,male,28/06/1943,German-occupied Poland (now Poland),Schroda,PL,0000-00-00,,,,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany
1985,433,Joseph L.,Goldstein,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",433,male,18/04/1940,USA,Sumter SC,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,432,Michael S.,Brown,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",432,male,13/04/1941,USA,New York NY,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,262,Herbert A.,Hauptman,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",262,male,14/02/1917,USA,New York NY,US,23/10/2011,USA,Buffalo NY,US,The Medical Foundation of Buffalo,Buffalo NY,USA
1985,263,Jerome,Karle,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",263,male,18/06/1918,USA,New York NY,US,06/06/2013,USA,Annandale VA,US,US Naval Research Laboratory,Washington D.C.,USA
1985,662,Claude,Simon,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",662,male,10/10/1913,Madagascar,Tananarive (now Antananarivo),MG,06/07/2005,France,Paris,FR,,,
1985,699,Franco,Modigliani,economics,1,"""for his pioneering analyses of saving and of financial markets""",699,male,18/06/1918,Italy,Rome,IT,25/09/2003,USA,Cambridge MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1986,264,Dudley R.,Herschbach,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",264,male,18/06/1932,USA,San José CA,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
1986,266,John C.,Polanyi,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",266,male,23/01/1929,Germany,Berlin,DE,0000-00-00,,,,University of Toronto,Toronto,Canada
1986,128,Gerd,Binnig,physics,4,"""for their design of the scanning tunneling microscope""",128,male,20/07/1947,West Germany (now Germany),Frankfurt-on-the-Main,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1986,129,Heinrich,Rohrer,physics,4,"""for their design of the scanning tunneling microscope""",129,male,06/06/1933,Switzerland,Buchs,CH,16/05/2013,Switzerland,Wollerau,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1986,127,Ernst,Ruska,physics,2,"""for his fundamental work in electron optics and for the design of the first electron microscope""",127,male,25/12/1906,Germany,Heidelberg,DE,27/05/1988,Germany,West Berlin,DE,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
1986,265,Yuan T.,Lee,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",265,male,19/11/1936,Taiwan,Hsinchu,TW,0000-00-00,,,,University of California,Berkeley CA,USA
1986,435,Rita,Levi-Montalcini,medicine,2,"""for their discoveries of growth factors""",435,female,22/04/1909,Italy,Turin,IT,30/12/2012,Italy,Rome,IT,Institute of Cell Biology of the C.N.R.,Rome,Italy
1986,434,Stanley,Cohen,medicine,2,"""for their discoveries of growth factors""",434,male,17/11/1922,USA,Brooklyn NY,US,05/02/2020,USA,Nashville TN,US,Vanderbilt University School of Medicine,Nashville TN,USA
1986,548,Elie,Wiesel,peace,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",548,male,30/09/1928,Romania,Sighet,RO,02/07/2016,USA,New York NY,US,,,
1986,663,Wole,Soyinka,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",663,male,13/07/1934,Nigeria,Abeokuta,NG,0000-00-00,,,,,,
1986,700,James M.,Buchanan Jr.,economics,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",700,male,03/10/1919,USA,Murfreesboro TN,US,09/01/2013,USA,Blacksburg VA,US,Center for Study of Public Choice,Fairfax VA,USA
1987,269,Charles J.,Pedersen,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",269,male,03/10/1904,Korea (now South Korea),Pusan,KR,26/10/1989,USA,Salem NJ,US,Du Pont,Wilmington DE,USA
1987,664,Joseph,Brodsky,literature,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",664,male,24/05/1940,USSR (now Russia),Leningrad (now St. Petersburg),RU,28/01/1996,USA,New York NY,US,,,
1987,131,K. Alex,Müller,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",131,male,20/04/1927,Switzerland,Basel,CH,09/01/2023,Switzerland,Zurich,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,268,Jean-Marie,Lehn,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",268,male,30/09/1939,France,Rosheim,FR,0000-00-00,,,,Université Louis Pasteur,Strasbourg,France
1987,130,J. Georg,Bednorz,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",130,male,16/05/1950,West Germany (now Germany),Neuenkirchen,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1987,436,Susumu,Tonegawa,medicine,1,"""for his discovery of the genetic principle for generation of antibody diversity""",436,male,05/09/1939,Japan,Nagoya,JP,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,701,Robert M.,Solow,economics,1,"""for his contributions to the theory of economic growth""",701,male,23/08/1924,USA,Brooklyn NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1987,549,Oscar,Arias Sánchez,peace,1,"""for his work for lasting peace in Central America""",549,male,13/09/1940,Costa Rica,Heredia,CR,0000-00-00,,,,,,
1987,267,Donald J.,Cram,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",267,male,22/04/1919,USA,Chester VT,US,17/06/2001,USA,Palm Desert CA,US,University of California,Los Angeles CA,USA
1988,550,United Nations Peacekeeping Forces,,peace,1,"""for preventing armed clashes and creating conditions for negotiations""",550,org,1948-00-00,,,,0000-00-00,,,,,,
1988,134,Jack,Steinberger,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",134,male,25/05/1921,Germany,Bad Kissingen,DE,12/12/2020,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
1988,133,Melvin,Schwartz,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",133,male,02/11/1932,USA,New York NY,US,28/08/2006,USA,Twin Falls ID,US,Digital Pathways Inc.,Mountain View CA,USA
1988,132,Leon M.,Lederman,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",132,male,15/07/1922,USA,New York NY,US,03/10/2018,USA,Rexburg ID,US,Fermi National Accelerator Laboratory,Batavia IL,USA
1988,439,George H.,Hitchings,medicine,3,"""for their discoveries of important principles for drug treatment""",439,male,18/04/1905,USA,Hoquiam WA,US,27/02/1998,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,272,Hartmut,Michel,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",272,male,18/07/1948,West Germany (now Germany),Ludwigsburg,DE,0000-00-00,,,,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany
1988,271,Robert,Huber,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",271,male,20/02/1937,Germany,Munich,DE,0000-00-00,,,,Max-Planck-Institut für Biochemie,Martinsried,Germany
1988,270,Johann,Deisenhofer,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",270,male,30/09/1943,Germany,Zusamaltheim,DE,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1988,665,Naguib,Mahfouz,literature,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",665,male,11/12/1911,Egypt,Cairo,EG,30/08/2006,Egypt,Cairo,EG,,,
1988,437,Sir James W.,Black,medicine,3,"""for their discoveries of important principles for drug treatment""",437,male,14/06/1924,Scotland,Uddingston,GB,21/03/2010,,,,London University King's College Hospital Medical School,London,United Kingdom
1988,438,Gertrude B.,Elion,medicine,3,"""for their discoveries of important principles for drug treatment""",438,female,23/01/1918,USA,New York NY,US,21/02/1999,USA,Chapel Hill NC,US,Wellcome Research Laboratories,Research Triangle Park NC,USA
1988,702,Maurice,Allais,economics,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",702,male,31/05/1911,France,Paris,FR,09/10/2010,France,Paris,FR,École Nationale Supérieur des Mines de Paris,Paris,France
1989,274,Thomas R.,Cech,chemistry,2,"""for their discovery of catalytic properties of RNA""",274,male,08/12/1947,USA,Chicago IL,US,0000-00-00,,,,University of Colorado,Boulder CO,USA
1989,273,Sidney,Altman,chemistry,2,"""for their discovery of catalytic properties of RNA""",273,male,07/05/1939,Canada,Montreal,CA,05/04/2022,USA,Rockleigh NJ,US,Yale University,New Haven CT,USA
1989,136,Hans G.,Dehmelt,physics,4,"""for the development of the ion trap technique""",136,male,09/09/1922,Prussia (now Germany),Görlitz,DE,07/03/2017,USA,Seattle WA,US,University of Washington,Seattle WA,USA
1989,135,Norman F.,Ramsey,physics,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",135,male,27/08/1915,USA,Washington D.C.,US,04/11/2011,USA,Wayland MA,US,Harvard University,Cambridge MA,USA
1989,440,J. Michael,Bishop,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",440,male,22/02/1936,USA,York PA,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
1989,137,Wolfgang,Paul,physics,4,"""for the development of the ion trap technique""",137,male,10/08/1913,Germany,Lorenzkirch,DE,07/12/1993,Germany,Bonn,DE,University of Bonn,Bonn,Germany
1989,703,Trygve,Haavelmo,economics,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",703,male,13/12/1911,Norway,Skedsmo,NO,26/07/1999,Norway,Oslo,NO,University of Oslo,Oslo,Norway
1989,666,Camilo José,Cela,literature,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",666,male,11/05/1916,Spain,Iria Flavia,ES,17/01/2002,Spain,Madrid,ES,,,
1989,551,Lhamo,Thondup,peace,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",551,male,06/07/1935,Tibet (now China),Taktser,CN,0000-00-00,,,,,,
1989,441,Harold E.,Varmus,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",441,male,18/12/1939,USA,Oceanside NY,US,0000-00-00,,,,University of California School of Medicine,San Francisco CA,USA
1990,667,Octavio,Paz,literature,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",667,male,31/03/1914,Mexico,Mexico City,MX,19/04/1998,Mexico,Mexico City,MX,,,
